Date;Hour  (GMT);CO (mg/m3);CO 8h (mg/m3);NO (µg/m3);NOX (µg/m3);NO2;PM10;PM10 - ICA;PM2,5;PM2,5 - ICA;SO2;SO2 - ICA;ICA Estación
25/9/2021;18:00;0,21;;1;17;15;12,58;Muy bueno / Oso ona;;Sin datos / Daturik gabe;2;Muy bueno / Oso ona;Muy bueno / Oso ona
25/9/2021;17:00;0,09;;1;11;10;12,83;Muy bueno / Oso ona;;Sin datos / Daturik gabe;2;Muy bueno / Oso ona;Muy bueno / Oso ona
25/9/2021;16:00;0,12;;3;13;9;13,04;Muy bueno / Oso ona;;Sin datos / Daturik gabe;2;Muy bueno / Oso ona;Muy bueno / Oso ona
25/9/2021;15:00;0,07;;1;7;5;13,29;Muy bueno / Oso ona;;Sin datos / Daturik gabe;2;Muy bueno / Oso ona;Muy bueno / Oso ona
25/9/2021;14:00;0,06;;1;6;4;13,63;Muy bueno / Oso ona;11,04;Bueno / Ona;2;Muy bueno / Oso ona;Bueno / Ona
25/9/2021;13:00;;;1;9;7;14,04;Muy bueno / Oso ona;;Sin datos / Daturik gabe;2;Muy bueno / Oso ona;Muy bueno / Oso ona
25/9/2021;12:00;;;1;7;6;14,13;Muy bueno / Oso ona;;Sin datos / Daturik gabe;2;Muy bueno / Oso ona;Muy bueno / Oso ona
25/9/2021;11:00;;0,41;1;9;7;14,13;Muy bueno / Oso ona;;Sin datos / Daturik gabe;2;Muy bueno / Oso ona;Muy bueno / Oso ona
25/9/2021;10:00;0,11;0,41;2;11;7;14,38;Muy bueno / Oso ona;;Sin datos / Daturik gabe;2;Muy bueno / Oso ona;Muy bueno / Oso ona
25/9/2021;9:00;0,24;0,41;3;14;10;15,08;Muy bueno / Oso ona;;Sin datos / Daturik gabe;2;Muy bueno / Oso ona;Muy bueno / Oso ona
25/9/2021;8:00;0,52;0,42;28;80;37;15,38;Muy bueno / Oso ona;;Sin datos / Daturik gabe;2;Muy bueno / Oso ona;Muy bueno / Oso ona
25/9/2021;7:00;0,47;0,4;11;53;36;15,38;Muy bueno / Oso ona;;Sin datos / Daturik gabe;2;Muy bueno / Oso ona;Muy bueno / Oso ona
25/9/2021;6:00;0,45;0,4;5;47;39;15,67;Muy bueno / Oso ona;11,21;Bueno / Ona;2;Muy bueno / Oso ona;Bueno / Ona
25/9/2021;5:00;0,41;0,4;1;17;15;16,25;Muy bueno / Oso ona;11,83;Bueno / Ona;2;Muy bueno / Oso ona;Bueno / Ona
25/9/2021;4:00;0,36;0,41;1;13;12;16,79;Muy bueno / Oso ona;12,21;Bueno / Ona;2;Muy bueno / Oso ona;Bueno / Ona
25/9/2021;3:00;0,37;0,43;0;13;13;16,92;Muy bueno / Oso ona;12,25;Bueno / Ona;2;Muy bueno / Oso ona;Bueno / Ona
25/9/2021;2:00;0,39;0,41;0;10;10;17,17;Muy bueno / Oso ona;12,92;Bueno / Ona;2;Muy bueno / Oso ona;Bueno / Ona
25/9/2021;1:00;0,37;0,38;0;7;7;17,46;Muy bueno / Oso ona;13,88;Bueno / Ona;2;Muy bueno / Oso ona;Bueno / Ona
24/9/2021;24:00:00;0,38;0,35;2;20;17;17,79;Muy bueno / Oso ona;14,46;Bueno / Ona;2;Muy bueno / Oso ona;Bueno / Ona
24/9/2021;23:00;0,45;0,32;3;44;40;18;Muy bueno / Oso ona;14,75;Bueno / Ona;2;Muy bueno / Oso ona;Bueno / Ona
24/9/2021;22:00;0,48;0,28;4;48;43;18,08;Muy bueno / Oso ona;14,92;Bueno / Ona;2;Muy bueno / Oso ona;Bueno / Ona
24/9/2021;21:00;0,51;0,23;5;64;56;18,08;Muy bueno / Oso ona;14,96;Bueno / Ona;2;Muy bueno / Oso ona;Bueno / Ona
24/9/2021;20:00;0,51;0,18;9;67;53;17,92;Muy bueno / Oso ona;15,04;Bueno / Ona;2;Muy bueno / Oso ona;Bueno / Ona
24/9/2021;19:00;0,39;0,13;7;47;36;18;Muy bueno / Oso ona;15,17;Bueno / Ona;2;Muy bueno / Oso ona;Bueno / Ona
24/9/2021;18:00;0,17;0,12;2;26;24;18,13;Muy bueno / Oso ona;15,25;Bueno / Ona;2;Muy bueno / Oso ona;Bueno / Ona
24/9/2021;17:00;0,12;0,16;4;29;23;18,25;Muy bueno / Oso ona;15,42;Bueno / Ona;2;Muy bueno / Oso ona;Bueno / Ona
24/9/2021;16:00;0,13;0,21;3;26;22;18,33;Muy bueno / Oso ona;15,63;Bueno / Ona;2;Muy bueno / Oso ona;Bueno / Ona
24/9/2021;15:00;0,12;0,25;2;18;15;18,17;Muy bueno / Oso ona;15,79;Bueno / Ona;2;Muy bueno / Oso ona;Bueno / Ona
24/9/2021;14:00;0,14;0,28;2;20;16;18,08;Muy bueno / Oso ona;15,88;Bueno / Ona;2;Muy bueno / Oso ona;Bueno / Ona
24/9/2021;13:00;0,1;0,32;2;15;12;17,92;Muy bueno / Oso ona;16,08;Bueno / Ona;2;Muy bueno / Oso ona;Bueno / Ona
24/9/2021;12:00;0,08;0,36;2;15;13;17,83;Muy bueno / Oso ona;16,13;Bueno / Ona;2;Muy bueno / Oso ona;Bueno / Ona
24/9/2021;11:00;0,07;0,39;3;17;13;17,88;Muy bueno / Oso ona;15,96;Bueno / Ona;2;Muy bueno / Oso ona;Bueno / Ona
24/9/2021;10:00;0,37;0,41;28;89;47;17,83;Muy bueno / Oso ona;15,79;Bueno / Ona;3;Muy bueno / Oso ona;Bueno / Ona
24/9/2021;9:00;0,48;0,41;36;107;52;17,29;Muy bueno / Oso ona;15,67;Bueno / Ona;3;Muy bueno / Oso ona;Bueno / Ona
24/9/2021;8:00;0,48;0,4;29;89;45;16,96;Muy bueno / Oso ona;15,46;Bueno / Ona;2;Muy bueno / Oso ona;Bueno / Ona
24/9/2021;7:00;0,42;0,39;24;79;42;16,75;Muy bueno / Oso ona;15,08;Bueno / Ona;2;Muy bueno / Oso ona;Bueno / Ona
24/9/2021;6:00;0,42;0,39;8;52;39;16,21;Muy bueno / Oso ona;14,67;Bueno / Ona;2;Muy bueno / Oso ona;Bueno / Ona
24/9/2021;5:00;0,41;0,39;9;49;36;15,71;Muy bueno / Oso ona;14,33;Bueno / Ona;2;Muy bueno / Oso ona;Bueno / Ona
24/9/2021;4:00;0,38;0,39;4;26;20;15,21;Muy bueno / Oso ona;14,25;Bueno / Ona;2;Muy bueno / Oso ona;Bueno / Ona
24/9/2021;3:00;0,33;0,39;1;15;13;15,08;Muy bueno / Oso ona;14,08;Bueno / Ona;2;Muy bueno / Oso ona;Bueno / Ona
24/9/2021;2:00;0,41;0,38;3;21;17;14,79;Muy bueno / Oso ona;13,58;Bueno / Ona;2;Muy bueno / Oso ona;Bueno / Ona
24/9/2021;1:00;0,4;0,34;2;18;16;14,54;Muy bueno / Oso ona;13;Bueno / Ona;2;Muy bueno / Oso ona;Bueno / Ona
23/9/2021;24:00:00;0,42;0,31;1;20;18;14,25;Muy bueno / Oso ona;12,54;Bueno / Ona;2;Muy bueno / Oso ona;Bueno / Ona
23/9/2021;23:00;0,41;0,29;0;16;16;13,88;Muy bueno / Oso ona;12,21;Bueno / Ona;2;Muy bueno / Oso ona;Bueno / Ona
23/9/2021;22:00;0,42;0,26;8;34;22;13,54;Muy bueno / Oso ona;11,96;Bueno / Ona;2;Muy bueno / Oso ona;Bueno / Ona
23/9/2021;21:00;0,39;0,23;3;30;25;13,29;Muy bueno / Oso ona;11,88;Bueno / Ona;2;Muy bueno / Oso ona;Bueno / Ona
23/9/2021;20:00;0,38;0,22;1;22;20;13,13;Muy bueno / Oso ona;11,71;Bueno / Ona;2;Muy bueno / Oso ona;Bueno / Ona
23/9/2021;19:00;0,32;0,21;3;29;25;13,04;Muy bueno / Oso ona;11,5;Bueno / Ona;2;Muy bueno / Oso ona;Bueno / Ona
23/9/2021;18:00;0,21;0,22;4;29;23;12,71;Muy bueno / Oso ona;11,46;Bueno / Ona;2;Muy bueno / Oso ona;Bueno / Ona
23/9/2021;17:00;0,16;0,26;6;29;20;12,42;Muy bueno / Oso ona;11,71;Bueno / Ona;2;Muy bueno / Oso ona;Bueno / Ona
23/9/2021;16:00;0,18;0,29;4;18;13;12,25;Muy bueno / Oso ona;11,79;Bueno / Ona;2;Muy bueno / Oso ona;Bueno / Ona
23/9/2021;15:00;0,17;0,31;5;22;14;12,25;Muy bueno / Oso ona;11,54;Bueno / Ona;2;Muy bueno / Oso ona;Bueno / Ona
23/9/2021;14:00;0,17;0,33;3;11;8;12,04;Muy bueno / Oso ona;11,29;Bueno / Ona;2;Muy bueno / Oso ona;Bueno / Ona
23/9/2021;13:00;0,22;0,35;3;14;9;11,75;Muy bueno / Oso ona;11,21;Bueno / Ona;2;Muy bueno / Oso ona;Bueno / Ona
23/9/2021;12:00;0,27;0,37;5;20;12;11,58;Muy bueno / Oso ona;11,13;Bueno / Ona;2;Muy bueno / Oso ona;Bueno / Ona
23/9/2021;11:00;0,32;0,37;4;19;13;11,54;Muy bueno / Oso ona;;Sin datos / Daturik gabe;2;Muy bueno / Oso ona;Muy bueno / Oso ona
23/9/2021;10:00;0,45;0,37;21;63;31;11,29;Muy bueno / Oso ona;;Sin datos / Daturik gabe;2;Muy bueno / Oso ona;Muy bueno / Oso ona
23/9/2021;9:00;0,42;0,35;19;63;34;10,88;Muy bueno / Oso ona;;Sin datos / Daturik gabe;2;Muy bueno / Oso ona;Muy bueno / Oso ona
23/9/2021;8:00;0,35;0,35;14;50;29;10,75;Muy bueno / Oso ona;;Sin datos / Daturik gabe;2;Muy bueno / Oso ona;Muy bueno / Oso ona
23/9/2021;7:00;0,36;0,35;12;46;28;10,83;Muy bueno / Oso ona;;Sin datos / Daturik gabe;2;Muy bueno / Oso ona;Muy bueno / Oso ona
23/9/2021;6:00;0,33;0,34;4;27;20;11,04;Muy bueno / Oso ona;;Sin datos / Daturik gabe;2;Muy bueno / Oso ona;Muy bueno / Oso ona
23/9/2021;5:00;0,35;0,34;2;20;18;11,04;Muy bueno / Oso ona;;Sin datos / Daturik gabe;2;Muy bueno / Oso ona;Muy bueno / Oso ona
23/9/2021;4:00;0,4;0,34;1;15;14;10,75;Muy bueno / Oso ona;9,54;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
23/9/2021;3:00;0,36;0,33;1;18;17;10,63;Muy bueno / Oso ona;9,33;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
23/9/2021;2:00;0,34;0,32;0;6;6;10,54;Muy bueno / Oso ona;9,13;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
23/9/2021;1:00;0,32;0,29;0;9;9;10,33;Muy bueno / Oso ona;8,96;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
22/9/2021;24:00:00;0,32;0,27;2;10;8;10,08;Muy bueno / Oso ona;8,83;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
22/9/2021;23:00;0,34;0,26;0;13;13;9,96;Muy bueno / Oso ona;8,71;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
22/9/2021;22:00;0,34;0,23;0;14;14;9,83;Muy bueno / Oso ona;8,63;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
22/9/2021;21:00;0,34;0,2;1;22;20;9,67;Muy bueno / Oso ona;8,46;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
22/9/2021;20:00;0,37;0,18;2;24;21;9,5;Muy bueno / Oso ona;8,33;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
22/9/2021;19:00;0,27;0,16;4;31;25;9,25;Muy bueno / Oso ona;8,21;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
22/9/2021;18:00;0,18;0,18;4;28;22;9,13;Muy bueno / Oso ona;7,92;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
22/9/2021;17:00;0,17;0,2;5;26;18;8,96;Muy bueno / Oso ona;7,63;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
22/9/2021;16:00;0,17;0,22;5;24;17;8,96;Muy bueno / Oso ona;7,54;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
22/9/2021;15:00;0,12;0,25;3;14;9;8,79;Muy bueno / Oso ona;7,67;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
22/9/2021;14:00;0,13;0,28;3;12;8;8,92;Muy bueno / Oso ona;7,83;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
22/9/2021;13:00;0,14;0,31;2;13;10;9,25;Muy bueno / Oso ona;7,75;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
22/9/2021;12:00;0,16;0,33;6;26;17;9,46;Muy bueno / Oso ona;7,67;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
22/9/2021;11:00;0,33;0,34;7;30;20;9,5;Muy bueno / Oso ona;7,96;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
22/9/2021;10:00;0,34;0,34;3;18;14;9,63;Muy bueno / Oso ona;8,08;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
22/9/2021;9:00;0,32;0,34;5;22;14;9,88;Muy bueno / Oso ona;7,96;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
22/9/2021;8:00;0,35;0,33;5;31;24;10,04;Muy bueno / Oso ona;7,79;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
22/9/2021;7:00;0,35;0,33;5;36;28;9,96;Muy bueno / Oso ona;7,71;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
22/9/2021;6:00;0,35;0,32;4;26;20;9,96;Muy bueno / Oso ona;7,63;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
22/9/2021;5:00;0,35;0,32;1;27;25;9,96;Muy bueno / Oso ona;7,54;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
22/9/2021;4:00;0,33;0,32;1;15;13;10,04;Muy bueno / Oso ona;7,5;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
22/9/2021;3:00;0,31;0,34;0;6;6;9,92;Muy bueno / Oso ona;7,38;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
22/9/2021;2:00;0,31;0,35;0;5;5;9,67;Muy bueno / Oso ona;7,21;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
22/9/2021;1:00;0,31;0,36;0;8;8;9,54;Muy bueno / Oso ona;7,25;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
21/9/2021;24:00:00;0,31;0,36;0;7;7;9,46;Muy bueno / Oso ona;7,33;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
21/9/2021;23:00;0,32;0,35;0;8;8;9,46;Muy bueno / Oso ona;7,29;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
21/9/2021;22:00;0,34;0,35;0;9;9;9,42;Muy bueno / Oso ona;7,17;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
21/9/2021;21:00;0,35;0,34;4;23;16;9,33;Muy bueno / Oso ona;7,08;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
21/9/2021;20:00;0,39;0,33;2;19;16;9,08;Muy bueno / Oso ona;6,96;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
21/9/2021;19:00;0,4;0,33;4;25;20;8,96;Muy bueno / Oso ona;6,92;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
21/9/2021;18:00;0,41;0,32;5;31;23;8,92;Muy bueno / Oso ona;6,88;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
21/9/2021;17:00;0,37;0,32;5;25;18;8,79;Muy bueno / Oso ona;6,58;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
21/9/2021;16:00;0,28;0,33;4;18;12;8,54;Muy bueno / Oso ona;6,17;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
21/9/2021;15:00;0,29;0,34;4;20;14;8,54;Muy bueno / Oso ona;5,83;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
21/9/2021;14:00;0,26;0,35;3;17;13;8,33;Muy bueno / Oso ona;5,63;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
21/9/2021;13:00;0,27;0,36;5;22;14;7,88;Muy bueno / Oso ona;5,54;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
21/9/2021;12:00;0,36;0,36;5;19;12;7,42;Muy bueno / Oso ona;5,63;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
21/9/2021;11:00;0,39;0,35;6;27;18;7,42;Muy bueno / Oso ona;5,79;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
21/9/2021;10:00;0,38;0,34;6;31;22;7,17;Muy bueno / Oso ona;5,74;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
21/9/2021;9:00;0,38;0,33;8;47;34;7,04;Muy bueno / Oso ona;5,65;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
21/9/2021;8:00;0,4;0,32;16;62;39;6,78;Muy bueno / Oso ona;5,43;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
21/9/2021;7:00;0,36;0,31;11;56;39;6,48;Muy bueno / Oso ona;5,26;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
21/9/2021;6:00;0,33;0,3;7;33;22;6,35;Muy bueno / Oso ona;5,13;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
21/9/2021;5:00;0,31;0,3;1;14;13;6,04;Muy bueno / Oso ona;5;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
21/9/2021;4:00;0,3;0,31;0;11;11;5,74;Muy bueno / Oso ona;4,87;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
21/9/2021;3:00;0,29;0,32;0;6;6;5,61;Muy bueno / Oso ona;4,74;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
21/9/2021;2:00;0,29;0,34;0;5;5;5,65;Muy bueno / Oso ona;4,74;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
21/9/2021;1:00;0,3;0,35;0;4;4;5,57;Muy bueno / Oso ona;4,7;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
20/9/2021;24:00:00;0,3;0,36;0;5;5;5,52;Muy bueno / Oso ona;4,61;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
20/9/2021;23:00;0,3;0,37;0;11;11;5,35;Muy bueno / Oso ona;4,57;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
20/9/2021;22:00;0,32;0,38;1;15;13;5,43;Muy bueno / Oso ona;4,57;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
20/9/2021;21:00;0,32;0,38;1;16;14;5,61;Muy bueno / Oso ona;4,43;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
20/9/2021;20:00;0,38;0,37;3;21;16;5,74;Muy bueno / Oso ona;4,3;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
20/9/2021;19:00;0,39;0,37;5;27;20;5,74;Muy bueno / Oso ona;4,22;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
20/9/2021;18:00;0,4;0,36;6;27;19;5,78;Muy bueno / Oso ona;4,17;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
20/9/2021;17:00;0,38;0,35;4;22;16;6;Muy bueno / Oso ona;4,3;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
20/9/2021;16:00;0,4;0,34;6;30;21;6,22;Muy bueno / Oso ona;4,52;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
20/9/2021;15:00;0,4;0,33;7;28;17;6,17;Muy bueno / Oso ona;4,7;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
20/9/2021;14:00;0,36;0,32;5;21;13;6,39;Muy bueno / Oso ona;4,65;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
20/9/2021;13:00;0,31;0,32;5;21;13;6,39;Muy bueno / Oso ona;4,52;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
20/9/2021;12:00;0,34;0,33;4;15;8;6,35;Muy bueno / Oso ona;4,52;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
20/9/2021;11:00;;0,32;;;;6,09;Muy bueno / Oso ona;4,35;Muy bueno / Oso ona;;Sin datos / Daturik gabe;Muy bueno / Oso ona
20/9/2021;10:00;0,32;0,32;5;18;11;6,08;Muy bueno / Oso ona;4,29;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
20/9/2021;9:00;0,33;0,31;5;22;14;5,83;Muy bueno / Oso ona;4,17;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
20/9/2021;8:00;0,32;0,31;8;31;19;5,63;Muy bueno / Oso ona;4,13;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
20/9/2021;7:00;0,31;0,31;4;25;19;5,54;Muy bueno / Oso ona;4,04;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
20/9/2021;6:00;0,33;0,31;2;16;13;5,38;Muy bueno / Oso ona;3,92;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
20/9/2021;5:00;0,32;0,31;2;11;9;5,38;Muy bueno / Oso ona;4;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
20/9/2021;4:00;0,31;0,31;0;5;5;5,42;Muy bueno / Oso ona;4,13;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
20/9/2021;3:00;0,28;0,32;0;2;2;5,46;Muy bueno / Oso ona;4,13;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
20/9/2021;2:00;0,29;0,32;0;2;2;5,46;Muy bueno / Oso ona;4,08;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
20/9/2021;1:00;0,29;0,3;0;1;1;5,63;Muy bueno / Oso ona;3,88;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
19/9/2021;24:00:00;0,3;0,28;0;4;4;5,71;Muy bueno / Oso ona;3,71;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
19/9/2021;23:00;0,33;0,26;0;9;9;5,71;Muy bueno / Oso ona;3,71;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
19/9/2021;22:00;0,33;0,23;0;10;9;5,63;Muy bueno / Oso ona;3,75;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
19/9/2021;21:00;0,33;0,2;2;15;12;5,54;Muy bueno / Oso ona;3,79;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
19/9/2021;20:00;0,37;0,17;3;21;17;5,5;Muy bueno / Oso ona;3,88;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
19/9/2021;19:00;0,33;0,13;3;21;16;5,5;Muy bueno / Oso ona;3,96;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
19/9/2021;18:00;0,22;0,11;3;14;10;5,46;Muy bueno / Oso ona;4,04;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
19/9/2021;17:00;0,15;0,11;2;11;8;5,54;Muy bueno / Oso ona;4,08;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
19/9/2021;16:00;0,16;0,12;2;11;8;5,63;Muy bueno / Oso ona;4,08;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
19/9/2021;15:00;0,1;0,14;1;6;4;5,88;Muy bueno / Oso ona;4,17;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
19/9/2021;14:00;0,06;0,16;1;6;4;5,71;Muy bueno / Oso ona;4,25;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
19/9/2021;13:00;0,11;0,18;1;7;5;5,88;Muy bueno / Oso ona;4,38;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
19/9/2021;12:00;0,08;0,2;1;7;5;5,79;Muy bueno / Oso ona;4,25;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
19/9/2021;11:00;0,05;0,23;1;4;3;5,63;Muy bueno / Oso ona;4,04;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
19/9/2021;10:00;0,15;0,26;1;8;6;5,75;Muy bueno / Oso ona;4,25;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
19/9/2021;9:00;0,22;0,27;2;10;7;5,96;Muy bueno / Oso ona;4,46;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
19/9/2021;8:00;0,25;0,28;4;19;13;6,21;Muy bueno / Oso ona;4,5;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
19/9/2021;7:00;0,26;0,28;1;13;13;6,29;Muy bueno / Oso ona;4,5;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
19/9/2021;6:00;0,26;0,28;1;16;15;6,46;Muy bueno / Oso ona;4,54;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
19/9/2021;5:00;0,26;0,29;0;5;5;6,5;Muy bueno / Oso ona;4,58;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
19/9/2021;4:00;0,27;0,3;0;5;5;6,54;Muy bueno / Oso ona;4,54;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
19/9/2021;3:00;0,28;0,31;0;5;5;6,58;Muy bueno / Oso ona;4,67;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
19/9/2021;2:00;0,29;0,32;0;9;9;6,54;Muy bueno / Oso ona;4,83;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
19/9/2021;1:00;0,3;0,32;0;9;9;6,42;Muy bueno / Oso ona;5,04;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
18/9/2021;24:00:00;0,3;0,31;0;7;7;6,42;Muy bueno / Oso ona;5,04;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
18/9/2021;23:00;0,3;0,3;0;6;5;6,71;Muy bueno / Oso ona;4,96;Muy bueno / Oso ona;2;Muy bueno / Oso ona;Muy bueno / Oso ona
